time,open,high,low,close,volume,sma,bolup,boldn
2021-07-13T17:16:30Z,0.19962,0.19966,0.1996,0.1996,71834.3,0.1998089,0.2001210,0.1994969
2021-07-13T17:17:00Z,0.19962,0.19966,0.19953,0.19955,137491.6,0.1998053,0.2001256,0.1994850
2021-07-13T17:17:30Z,0.19957,0.19957,0.19941,0.19954,266615.6,0.1998018,0.2001336,0.1994699
2021-07-13T17:18:00Z,0.19957,0.19957,0.19941,0.19951,296112.1,0.1997979,0.2001400,0.1994558
2021-07-13T17:18:30Z,0.19954,0.19972,0.19951,0.19972,210396.9,0.1997941,0.2001432,0.1994450
2021-07-13T17:19:00Z,0.19954,0.19972,0.19951,0.19964,283600.8,0.1997893,0.2001418,0.1994367
2021-07-13T17:19:30Z,0.19965,0.19965,0.19953,0.19964,139412.5,0.1997784,0.2001415,0.1994153
2021-07-13T17:20:00Z,0.19965,0.19965,0.19953,0.19954,223129.9,0.1997653,0.2001327,0.1993979
2021-07-13T17:20:30Z,0.19956,0.19965,0.19951,0.19962,176416,0.1997436,0.2001071,0.1993801
2021-07-13T17:21:00Z,0.19956,0.19974,0.19951,0.19969,325795.2,0.1997274,0.2000731,0.1993817
2021-07-13T17:21:30Z,0.19968,0.19973,0.19961,0.19969,59755.8,0.1997080,0.2000223,0.1993937
2021-07-13T17:22:00Z,0.19968,0.19976,0.19961,0.19972,130353.2,0.1996930,0.1999741,0.1994119
2021-07-13T17:22:30Z,0.1997,0.19975,0.19969,0.19972,79766,0.1996806,0.1999296,0.1994316
2021-07-13T17:23:00Z,0.1997,0.19979,0.19969,0.19977,150792.1,0.1996709,0.1998930,0.1994489
2021-07-13T17:23:30Z,0.19973,0.19974,0.19969,0.19974,77366.8,0.1996716,0.1998936,0.1994497
2021-07-13T17:24:00Z,0.19973,0.19985,0.19969,0.19984,163988.6,0.1996742,0.1999020,0.1994463
2021-07-13T17:24:30Z,0.19983,0.19986,0.19974,0.19982,39917.6,0.1996696,0.1998868,0.1994524
2021-07-13T17:25:00Z,0.19983,0.19986,0.19974,0.19976,101048.7,0.1996641,0.1998633,0.1994648
2021-07-13T17:25:30Z,0.19973,0.19987,0.19965,0.19987,247095.3,0.1996638,0.1998592,0.1994685
2021-07-13T17:26:00Z,0.19973,0.19998,0.19965,0.19995,391170.3,0.1996755,0.1998936,0.1994573
2021-07-13T17:26:30Z,0.19998,0.20001,0.19995,0.19998,209874,0.1996939,0.1999473,0.1994404
2021-07-13T17:27:00Z,0.19998,0.20004,0.19995,0.20001,275076.5,0.1997156,0.1999932,0.1994379
2021-07-13T17:27:30Z,0.20002,0.20029,0.20002,0.20024,315050,0.1997478,0.2000585,0.1994372
2021-07-13T17:28:00Z,0.20002,0.2003,0.20002,0.20007,455857.5,0.1997834,0.2001366,0.1994302
2021-07-13T17:28:30Z,0.20009,0.20009,0.20002,0.20002,6497.8,0.1998073,0.2001700,0.1994446
2021-07-13T17:29:00Z,0.20009,0.20013,0.20002,0.20009,68031.7,0.1998277,0.2002020,0.1994534
2021-07-13T17:29:30Z,0.20008,0.20014,0.19991,0.20003,254766.8,0.1998492,0.2002188,0.1994797
2021-07-13T17:30:00Z,0.20008,0.20019,0.19991,0.20016,319493.4,0.1998745,0.2002418,0.1995071
2021-07-13T17:30:30Z,0.20016,0.20035,0.20015,0.20035,219864.9,0.1999132,0.2002839,0.1995424
2021-07-13T17:31:00Z,0.20016,0.20038,0.20015,0.20023,269848.2,0.1999439,0.2003350,0.1995529
2021-07-13T17:31:30Z,0.20024,0.20026,0.20002,0.20004,154087.3,0.1999684,0.2003497,0.1995870
2021-07-13T17:32:00Z,0.20024,0.20026,0.1999,0.19998,304519.4,0.1999806,0.2003443,0.1996169
2021-07-13T17:32:30Z,0.19998,0.20014,0.19998,0.20006,104661.9,0.1999986,0.2003414,0.1996557
2021-07-13T17:33:00Z,0.19998,0.20014,0.19987,0.19993,177977.5,0.2000098,0.2003340,0.1996855
2021-07-13T17:33:30Z,0.19991,0.19996,0.19981,0.19987,230277,0.2000157,0.2003225,0.1997089
2021-07-13T17:34:00Z,0.19991,0.19996,0.19981,0.19987,250529.6,0.2000186,0.2003189,0.1997183
2021-07-13T17:34:30Z,0.19988,0.19997,0.19987,0.19987,68198.6,0.2000230,0.2003134,0.1997326
2021-07-13T17:35:00Z,0.19988,0.19997,0.1998,0.19981,98338.9,0.2000263,0.2003084,0.1997442
2021-07-13T17:35:30Z,0.19984,0.1999,0.19978,0.1999,63624.7,0.2000301,0.2003010,0.1997592
2021-07-13T17:36:00Z,0.19984,0.19994,0.19978,0.19994,80214.1,0.2000294,0.2002999,0.1997589
2021-07-13T17:36:30Z,0.19994,0.2,0.1998,0.19987,117816.5,0.2000248,0.2003014,0.1997481
2021-07-13T17:37:00Z,0.19994,0.20008,0.1998,0.20007,189546.5,0.2000261,0.2003041,0.1997482
2021-07-13T17:37:30Z,0.20004,0.20007,0.19989,0.19994,133170.1,0.2000196,0.2002975,0.1997416
2021-07-13T17:38:00Z,0.20004,0.20007,0.19981,0.19981,249834.1,0.2000027,0.2002768,0.1997287
2021-07-13T17:38:30Z,0.19975,0.1998,0.1996,0.1996,91323.7,0.1999838,0.2002875,0.1996801
2021-07-13T17:39:00Z,0.19975,0.1998,0.1995,0.19958,270598.9,0.1999590,0.2003095,0.1996085
2021-07-13T17:39:30Z,0.19961,0.19961,0.19939,0.19948,283927.5,0.1999280,0.2003360,0.1995200
2021-07-13T17:40:00Z,0.19961,0.19961,0.19939,0.19944,337063.9,0.1998947,0.2003419,0.1994476
2021-07-13T17:40:30Z,0.19944,0.19953,0.1994,0.1995,119439.8,0.1998522,0.2003043,0.1994000
2021-07-13T17:41:00Z,0.19944,0.19953,0.1994,0.19943,186337.6,0.1998079,0.2002410,0.1993749
2021-07-13T17:41:30Z,0.19944,0.19963,0.19944,0.19956,230387.5,0.1997742,0.2001976,0.1993508
2021-07-13T17:42:00Z,0.19944,0.19963,0.1994,0.19948,282059.1,0.1997494,0.2001828,0.1993161
2021-07-13T17:42:30Z,0.1995,0.19956,0.19945,0.19951,73510.9,0.1997230,0.2001463,0.1992997
2021-07-13T17:43:00Z,0.1995,0.19964,0.19945,0.19963,106328.2,0.1996989,0.2001096,0.1992881
2021-07-13T17:43:30Z,0.19963,0.19963,0.19938,0.19939,89656.9,0.1996791,0.2000927,0.1992655
2021-07-13T17:44:00Z,0.19963,0.19963,0.1993,0.19932,169205.3,0.1996543,0.2000774,0.1992312
2021-07-13T17:44:30Z,0.19937,0.19942,0.19927,0.19931,326090.5,0.1996291,0.2000571,0.1992010
2021-07-13T17:45:00Z,0.19937,0.19942,0.1991,0.19911,633156.2,0.1996000,0.2000413,0.1991586
2021-07-13T17:45:30Z,0.1991,0.1992,0.19901,0.19912,338910.5,0.1995603,0.2000436,0.1990771
2021-07-13T17:46:00Z,0.1991,0.1992,0.19901,0.1991,387703.6,0.1995231,0.2000155,0.1990306
2021-07-13T17:46:30Z,0.19914,0.19925,0.19911,0.19921,160033.1,0.1994828,0.1999648,0.1990008
2021-07-13T17:47:00Z,0.19914,0.19925,0.19891,0.19891,512226.5,0.1994399,0.1999044,0.1989753
2021-07-13T17:47:30Z,0.19895,0.19907,0.19889,0.19898,96145.9,0.1993904,0.1998398,0.1989411
2021-07-13T17:48:00Z,0.19895,0.19907,0.19889,0.19891,171601.6,0.1993454,0.1997842,0.1989065
2021-07-13T17:48:30Z,0.1989,0.1989,0.19867,0.19869,157409.5,0.1992999,0.1997657,0.1988342
2021-07-13T17:49:00Z,0.1989,0.1989,0.19851,0.19868,559775.3,0.1992537,0.1997860,0.1987213
2021-07-13T17:49:30Z,0.19876,0.19876,0.1985,0.19853,212375.8,0.1992061,0.1997993,0.1986128
2021-07-13T17:50:00Z,0.19876,0.19876,0.19849,0.19855,490997.1,0.1991613,0.1998076,0.1985150
2021-07-13T17:50:30Z,0.19857,0.19862,0.19848,0.19853,241477.1,0.1991117,0.1997986,0.1984247
2021-07-13T17:51:00Z,0.19857,0.19869,0.19848,0.19869,339768.6,0.1990659,0.1997726,0.1983592
2021-07-13T17:51:30Z,0.1987,0.1988,0.19863,0.19878,129373.1,0.1990235,0.1997161,0.1983308
2021-07-13T17:52:00Z,0.1987,0.1988,0.19863,0.19877,257465.4,0.1989894,0.1996568,0.1983220
2021-07-13T17:52:30Z,0.19878,0.19878,0.19855,0.19855,60760.7,0.1989513,0.1995959,0.1983068
2021-07-13T17:53:00Z,0.19878,0.19878,0.19855,0.19872,176350.7,0.1989130,0.1995131,0.1983129
2021-07-13T17:53:30Z,0.19871,0.19871,0.19845,0.19849,205104.8,0.1988672,0.1994235,0.1983108
2021-07-13T17:54:00Z,0.19871,0.19871,0.19829,0.19862,692091.6,0.1988254,0.1993564,0.1982945
2021-07-13T17:54:30Z,0.19862,0.1988,0.19849,0.1988,241780.7,0.1987926,0.1992793,0.1983060
2021-07-13T17:55:00Z,0.19862,0.19899,0.19849,0.1989,341955.5,0.1987758,0.1992195,0.1983321
2021-07-13T17:55:30Z,0.19889,0.19906,0.19855,0.19885,1773121.3,0.1987664,0.1991900,0.1983427
2021-07-13T17:56:00Z,0.19889,0.19906,0.19855,0.1989,1897780.1,0.1987555,0.1991518,0.1983592
2021-07-13T17:56:30Z,0.19886,0.19902,0.19875,0.19901,509909.8,0.1987420,0.1990965,0.1983875
2021-07-13T17:57:00Z,0.19886,0.1992,0.19875,0.19915,738717,0.1987450,0.1991102,0.1983797
2021-07-13T17:57:30Z,0.19918,0.19928,0.19907,0.19928,165088.5,0.1987560,0.1991550,0.1983570
2021-07-13T17:58:00Z,0.19918,0.19942,0.19907,0.19934,463485.9,0.1987753,0.1992415,0.1983091
2021-07-13T17:58:30Z,0.19933,0.19934,0.1992,0.19934,80785.7,0.1987984,0.1993144,0.1982824
2021-07-13T17:59:00Z,0.19933,0.19944,0.1992,0.19937,300370.8,0.1988321,0.1993957,0.1982684
2021-07-13T17:59:30Z,0.19937,0.19937,0.1993,0.19934,39184.7,0.1988675,0.1994596,0.1982754
2021-07-13T18:00:00Z,0.19937,0.19949,0.19927,0.19945,541856.2,0.1989100,0.1995276,0.1982923
2021-07-13T18:00:30Z,0.19941,0.19941,0.1993,0.19933,60947.4,0.1989491,0.1995700,0.1983281
2021-07-13T18:01:00Z,0.19941,0.19941,0.19923,0.19935,262243.1,0.1989807,0.1995937,0.1983677
2021-07-13T18:01:30Z,0.19932,0.19933,0.19895,0.19904,611338,0.1990087,0.1996202,0.1983972
2021-07-13T18:02:00Z,0.19932,0.19933,0.19893,0.19893,784744.2,0.1990213,0.1996257,0.1984170
2021-07-13T18:02:30Z,0.19892,0.19892,0.19859,0.19861,162834.4,0.1990228,0.1996214,0.1984243
2021-07-13T18:03:00Z,0.19892,0.19892,0.19853,0.19871,338476.3,0.1990229,0.1996213,0.1984246
2021-07-13T18:03:30Z,0.19873,0.19896,0.19873,0.19896,243589.2,0.1990384,0.1996051,0.1984718
2021-07-13T18:04:00Z,0.19873,0.19897,0.19873,0.19897,270058.7,0.1990597,0.1995720,0.1985475
2021-07-13T18:04:30Z,0.19894,0.19904,0.19893,0.19902,65187.4,0.1990815,0.1995501,0.1986129
2021-07-13T18:05:00Z,0.19894,0.19915,0.19893,0.19902,227789.5,0.1990884,0.1995484,0.1986284
2021-07-13T18:05:30Z,0.19902,0.1991,0.19896,0.1991,187426.8,0.1990926,0.1995461,0.1986391
2021-07-13T18:06:00Z,0.19902,0.19915,0.19896,0.19908,273929.8,0.1991013,0.1995456,0.1986569
2021-07-13T18:06:30Z,0.19909,0.1993,0.19909,0.19926,321353.5,0.1991180,0.1995519,0.1986841
2021-07-13T18:07:00Z,0.19909,0.1993,0.19903,0.19907,626049.4,0.1991204,0.1995589,0.1986819
2021-07-13T18:07:30Z,0.19908,0.19908,0.199,0.19901,49484.5,0.1991142,0.1995531,0.1986753
2021-07-13T18:08:00Z,0.19908,0.19908,0.19892,0.19897,142425.4,0.1990961,0.1995275,0.1986647
2021-07-13T18:08:30Z,0.19896,0.19906,0.19896,0.19906,184425.8,0.1990808,0.1995055,0.1986560
2021-07-13T18:09:00Z,0.19896,0.19918,0.19896,0.19918,222808.7,0.1990683,0.1994732,0.1986634
2021-07-13T18:09:30Z,0.19921,0.19922,0.19912,0.19915,89877.8,0.1990599,0.1994471,0.1986727
2021-07-13T18:10:00Z,0.19921,0.19922,0.19908,0.19919,208868.7,0.1990454,0.1993974,0.1986934
2021-07-13T18:10:30Z,0.19915,0.19927,0.19913,0.19926,101954.4,0.1990390,0.1993713,0.1987067
2021-07-13T18:11:00Z,0.19915,0.19937,0.19913,0.19922,214942.4,0.1990406,0.1993691,0.1987121
2021-07-13T18:11:30Z,0.19922,0.19928,0.19918,0.19925,153151.5,0.1990396,0.1993620,0.1987172
2021-07-13T18:12:00Z,0.19922,0.19928,0.1991,0.19923,614026.3,0.1990468,0.1993760,0.1987177
2021-07-13T18:12:30Z,0.19921,0.19924,0.19918,0.1992,67917.7,0.1990726,0.1993681,0.1987771
2021-07-13T18:13:00Z,0.19921,0.19933,0.19918,0.19933,335627,0.1991005,0.1993495,0.1988515
2021-07-13T18:13:30Z,0.19932,0.19943,0.19924,0.19942,215970.3,0.1991251,0.1993614,0.1988888
2021-07-13T18:14:00Z,0.19932,0.19943,0.19919,0.1992,379730,0.1991422,0.1993716,0.1989129
2021-07-13T18:14:30Z,0.19922,0.19927,0.19917,0.1992,87374.6,0.1991553,0.1993748,0.1989359
2021-07-13T18:15:00Z,0.19922,0.19927,0.19895,0.19908,328255.4,0.1991580,0.1993766,0.1989394
2021-07-13T18:15:30Z,0.19908,0.19908,0.19894,0.19897,267930,0.1991576,0.1993777,0.1989376
2021-07-13T18:16:00Z,0.19908,0.19908,0.19894,0.19907,364914.8,0.1991554,0.1993806,0.1989302
2021-07-13T18:16:30Z,0.19907,0.19924,0.19907,0.19922,94790.6,0.1991520,0.1993781,0.1989259
2021-07-13T18:17:00Z,0.19907,0.19947,0.19907,0.19937,453293.3,0.1991568,0.1993876,0.1989261
2021-07-13T18:17:30Z,0.19947,0.19948,0.19937,0.19942,303740.9,0.1991762,0.1994259,0.1989266
2021-07-13T18:18:00Z,0.19947,0.19967,0.19937,0.19958,597687.9,0.1992032,0.1994825,0.1989238
2021-07-13T18:18:30Z,0.19962,0.2,0.1996,0.19976,537334.9,0.1992454,0.1996188,0.1988720
2021-07-13T18:19:00Z,0.19962,0.2,0.1996,0.19983,907015.2,0.1992817,0.1997259,0.1988375
2021-07-13T18:19:30Z,0.19988,0.19998,0.19987,0.19992,41555,0.1993143,0.1998255,0.1988030
2021-07-13T18:20:00Z,0.19988,0.19998,0.19967,0.19997,1282952.3,0.1993589,0.1999346,0.1987833
2021-07-13T18:20:30Z,0.19999,0.2,0.19988,0.19994,29185.3,0.1993935,0.2000156,0.1987715
2021-07-13T18:21:00Z,0.19999,0.2,0.19986,0.19986,66886.7,0.1994233,0.2000768,0.1987697
2021-07-13T18:21:30Z,0.19986,0.19987,0.19972,0.19981,174697.3,0.1994540,0.2001241,0.1987840
2021-07-13T18:22:00Z,0.19986,0.19987,0.19972,0.19982,198643,0.1994813,0.2001589,0.1988036
2021-07-13T18:22:30Z,0.19983,0.2,0.19981,0.19986,82791.3,0.1995154,0.2002060,0.1988248
2021-07-13T18:23:00Z,0.19983,0.2,0.1998,0.19981,115722.4,0.1995404,0.2002349,0.1988458
2021-07-13T18:23:30Z,0.19981,0.19994,0.19981,0.19983,72470,0.1995650,0.2002679,0.1988621
2021-07-13T18:24:00Z,0.19981,0.19994,0.19972,0.19973,194597.1,0.1995890,0.2002834,0.1988945
2021-07-13T18:24:30Z,0.19972,0.19986,0.19972,0.19983,110023.7,0.1996200,0.2003017,0.1989384
2021-07-13T18:25:00Z,0.19972,0.1999,0.19972,0.19979,183334.3,0.1996518,0.2002994,0.1990041
2021-07-13T18:25:30Z,0.19976,0.19985,0.19976,0.19976,99419.4,0.1997009,0.2002584,0.1991434
2021-07-13T18:26:00Z,0.19976,0.19985,0.19976,0.19978,205433.3,0.1997395,0.2002025,0.1992765
2021-07-13T18:26:30Z,0.19978,0.19985,0.19974,0.1998,74722.4,0.1997734,0.2001377,0.1994092
2021-07-13T18:27:00Z,0.19978,0.19985,0.19972,0.19973,538032,0.1998012,0.2000680,0.1995345
2021-07-13T18:27:30Z,0.19972,0.19981,0.19972,0.19976,99667.9,0.1998212,0.2000190,0.1996233
2021-07-13T18:28:00Z,0.19972,0.19981,0.1997,0.19977,192499.8,0.1998314,0.1999812,0.1996816
2021-07-13T18:28:30Z,0.19976,0.19986,0.19976,0.19986,68170.2,0.1998320,0.1999726,0.1996915
2021-07-13T18:29:00Z,0.19976,0.19997,0.19976,0.19996,176040.7,0.1998372,0.1999803,0.1996941
2021-07-13T18:29:30Z,0.19996,0.20012,0.19996,0.20008,269195.3,0.1998441,0.2000135,0.1996746
2021-07-13T18:30:00Z,0.19996,0.20012,0.19994,0.20011,430072.8,0.1998501,0.2000385,0.1996617
2021-07-13T18:30:30Z,0.20009,0.20025,0.20006,0.20016,120124.3,0.1998614,0.2000924,0.1996303
2021-07-13T18:31:00Z,0.20009,0.20054,0.20006,0.20042,849847.7,0.1998860,0.2002031,0.1995689
2021-07-13T18:31:30Z,0.20042,0.20067,0.20038,0.20064,108803.9,0.1999243,0.2003568,0.1994918
2021-07-13T18:32:00Z,0.20042,0.20067,0.20038,0.20049,299140.6,0.1999625,0.2004729,0.1994520
2021-07-13T18:32:30Z,0.2005,0.20058,0.20037,0.2005,159193.1,0.1999879,0.2005404,0.1994354
2021-07-13T18:33:00Z,0.2005,0.2007,0.20037,0.2007,294147.9,0.2000272,0.2006347,0.1994197
2021-07-13T18:33:30Z,0.20069,0.2007,0.20063,0.20065,78153.8,0.2000699,0.2007377,0.1994020
2021-07-13T18:34:00Z,0.20069,0.2007,0.20034,0.20045,185931.2,0.2001111,0.2007970,0.1994252
2021-07-13T18:34:30Z,0.20046,0.20047,0.2003,0.20031,23591,0.2001374,0.2008189,0.1994560
2021-07-13T18:35:00Z,0.20046,0.20047,0.20026,0.20032,80607.4,0.2001580,0.2008279,0.1994882
2021-07-13T18:35:30Z,0.20031,0.20036,0.20015,0.20033,158581.8,0.2001819,0.2008327,0.1995312
2021-07-13T18:36:00Z,0.20031,0.20037,0.20015,0.20015,313408.7,0.2002051,0.2008296,0.1995807
2021-07-13T18:36:30Z,0.20015,0.2002,0.2,0.2,153393.9,0.2002241,0.2008235,0.1996247
2021-07-13T18:37:00Z,0.20015,0.2002,0.1998,0.19985,330913.4,0.2002313,0.2008090,0.1996537
2021-07-13T18:37:30Z,0.19983,0.19999,0.19982,0.19992,39310.5,0.2002336,0.2007985,0.1996688
2021-07-13T18:38:00Z,0.19983,0.19999,0.19982,0.19997,62092.6,0.2002488,0.2007805,0.1997170
2021-07-13T18:38:30Z,0.19999,0.19999,0.19976,0.19976,122121.2,0.2002512,0.2007718,0.1997307
2021-07-13T18:39:00Z,0.19999,0.19999,0.19975,0.1999,177006.5,0.2002506,0.2007812,0.1997199
2021-07-13T18:39:30Z,0.19989,0.2,0.19984,0.2,31228.7,0.2002442,0.2007873,0.1997010
2021-07-13T18:40:00Z,0.19989,0.2,0.19984,0.19996,50927.4,0.2002455,0.2007950,0.1996960
2021-07-13T18:40:30Z,0.19999,0.20005,0.19995,0.20005,18757,0.2002406,0.2008006,0.1996807
2021-07-13T18:41:00Z,0.19999,0.20011,0.19995,0.20008,34653.2,0.2002273,0.2007897,0.1996649
2021-07-13T18:41:30Z,0.2001,0.20021,0.2001,0.20018,117499.7,0.2002070,0.2007523,0.1996617
2021-07-13T18:42:00Z,0.2001,0.20021,0.20005,0.20008,578045.5,0.2001858,0.2007068,0.1996647
2021-07-13T18:42:30Z,0.20011,0.20012,0.20002,0.20005,28181.6,0.2001683,0.2006737,0.1996628
2021-07-13T18:43:00Z,0.20011,0.20012,0.1999,0.19991,80594.9,0.2001364,0.2006107,0.1996622
2021-07-13T18:43:30Z,0.19992,0.20005,0.19991,0.19995,88501.8,0.2000953,0.2004947,0.1996958
2021-07-13T18:44:00Z,0.19992,0.20005,0.19991,0.19999,107390.4,0.2000627,0.2003890,0.1997365
2021-07-13T18:44:30Z,0.19997,0.19999,0.19996,0.19998,16439.2,0.2000415,0.2003339,0.1997492
2021-07-13T18:45:00Z,0.19997,0.20009,0.19996,0.20006,73928.6,0.2000267,0.2002901,0.1997633
2021-07-13T18:45:30Z,0.20006,0.2001,0.19999,0.2,139844.3,0.2000143,0.2002535,0.1997751
2021-07-13T18:46:00Z,0.20006,0.2001,0.1998,0.1998,283224.6,0.1999907,0.2001923,0.1997890
2021-07-13T18:46:30Z,0.1998,0.19988,0.1998,0.19986,38548.6,0.1999766,0.2001766,0.1997766
2021-07-13T18:47:00Z,0.1998,0.19989,0.1998,0.19985,49815.7,0.1999728,0.2001771,0.1997685
2021-07-13T18:47:30Z,0.19984,0.19985,0.1997,0.19971,99945.6,0.1999663,0.2001842,0.1997484
2021-07-13T18:48:00Z,0.19984,0.19985,0.1994,0.19944,538917.3,0.1999416,0.2002483,0.1996350
2021-07-13T18:48:30Z,0.19943,0.19957,0.19934,0.19934,212489.1,0.1999186,0.2002856,0.1995517
2021-07-13T18:49:00Z,0.19943,0.19957,0.19928,0.1994,314294.4,0.1998961,0.2003399,0.1994523
2021-07-13T18:49:30Z,0.19941,0.1996,0.19932,0.19953,84694.9,0.1998669,0.2003592,0.1993745
2021-07-13T18:50:00Z,0.19941,0.1996,0.19924,0.19931,393395.8,0.1998340,0.2003733,0.1992948
2021-07-13T18:50:30Z,0.19929,0.19934,0.19922,0.19932,73311.1,0.1997984,0.2003834,0.1992135
2021-07-13T18:51:00Z,0.19929,0.19934,0.19922,0.1993,90216.5,0.1997619,0.2003694,0.1991543
2021-07-13T18:51:30Z,0.19926,0.19935,0.1992,0.1993,420932.3,0.1997179,0.2003434,0.1990924
2021-07-13T18:52:00Z,0.19926,0.19937,0.1992,0.19925,675632,0.1996684,0.2002849,0.1990519
2021-07-13T18:52:30Z,0.19925,0.19928,0.1991,0.19914,135892.6,0.1996242,0.2002377,0.1990107
2021-07-13T18:53:00Z,0.19925,0.19928,0.199,0.19915,310776.4,0.1995870,0.2002242,0.1989498
2021-07-13T18:53:30Z,0.19915,0.1993,0.19915,0.19929,82429.9,0.1995540,0.2001849,0.1989231
2021-07-13T18:54:00Z,0.19915,0.19939,0.19915,0.19937,215078.3,0.1995253,0.2001346,0.1989159
2021-07-13T18:54:30Z,0.19931,0.19938,0.19921,0.19926,181504.7,0.1994927,0.2000787,0.1989067
2021-07-13T18:55:00Z,0.19931,0.19938,0.19905,0.19914,247835.7,0.1994468,0.1999932,0.1989004
2021-07-13T18:55:30Z,0.19916,0.19945,0.19916,0.19942,241891.1,0.1994107,0.1998906,0.1989309
2021-07-13T18:56:00Z,0.19916,0.19945,0.19916,0.19942,255402.7,0.1993856,0.1998097,0.1989615
2021-07-13T18:56:30Z,0.1994,0.19964,0.1994,0.19963,166326.9,0.1993741,0.1997591,0.1989891
2021-07-13T18:57:00Z,0.1994,0.19996,0.1994,0.19996,410356.4,0.1993774,0.1997636,0.1989912
2021-07-13T18:57:30Z,0.19993,0.20015,0.1999,0.20012,256498,0.1993949,0.1998568,0.1989330
2021-07-13T18:58:00Z,0.19993,0.20021,0.1999,0.19998,753781.9,0.1994238,0.1999652,0.1988825
2021-07-13T18:58:30Z,0.19998,0.20018,0.19998,0.19999,101218.3,0.1994535,0.2000678,0.1988392
2021-07-13T18:59:00Z,0.19998,0.20018,0.19988,0.1999,145583.2,0.1994827,0.2001252,0.1988402
2021-07-13T18:59:30Z,0.19989,0.2001,0.19988,0.19997,354747.8,0.1995111,0.2001928,0.1988293
2021-07-13T19:00:00Z,0.19989,0.2001,0.19988,0.19997,542747.2,0.1995396,0.2002426,0.1988366
